,page_id,name_x,urlslug_x,id_x,align_x,eye_x,hair_x,sex_x,gsm_x,alive_x,appearances_x,first appearance_x,year_x,industry_x,name_y,urlslug_y,id_y,align_y,eye_y,hair_y,sex_y,gsm_y,alive_y,appearances_y,first appearance_y,year_y,industry_y
454,18505,Baroness Blitzkrieg (New Earth),\/wiki\/Baroness_Blitzkrieg_(New_Earth),,Bad Characters,,,Female Characters,,Living Characters,,"2007, March",2007.0,DC,Althea (Earth-616),\/Althea_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,,Dec-79,1979.0,MV
455,18326,Cay'an (New Earth),\/wiki\/Cay%27an_(New_Earth),Secret Identity,Bad Characters,Red Eyes,,Female Characters,,Living Characters,,"2006, December",2006.0,DC,Carl Delandan (Earth-616),\/Carl_Delandan_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,2.0,Jul-80,1980.0,MV
456,18328,Sy'rann (New Earth),\/wiki\/Sy%27rann_(New_Earth),,,,,Male Characters,,Living Characters,,"2006, November",2006.0,DC,Dakor (Earth-616),\/Dakor_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,7.0,Mar-40,1940.0,MV
457,290766,Shrike III (New Earth),\/wiki\/Shrike_III_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,,"2000, December",2000.0,DC,Lifeline (Earth-616),\/Lifeline_(Earth-616),Secret Identity,Neutral Characters,,Blond Hair,Male Characters,,Living Characters,1.0,May-90,1990.0,MV
458,15678,D'all (New Earth),\/wiki\/D%27all_(New_Earth),Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,,"1999, December",1999.0,DC,Theodore Davros (Earth-616),\/Theodore_Davros_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,8.0,May-92,1992.0,MV
459,280046,Ambrose Bierce (New Earth),\/wiki\/Ambrose_Bierce_(New_Earth),,Good Characters,,Blond Hair,Male Characters,,Living Characters,,"1993, March",1993.0,DC,Ms. Fingers (Earth-616),\/Ms._Fingers_(Earth-616),Secret Identity,Bad Characters,Red Eyes,Pink Hair,Female Characters,,Deceased Characters,1.0,Mar-02,2002.0,MV
460,2652,Constance D'Aramis (New Earth),\/wiki\/Constance_D%27Aramis_(New_Earth),Secret Identity,Good Characters,Grey Eyes,,Female Characters,,Deceased Characters,,"1989, September",1989.0,DC,Hecate (Earth-616),\/Hecate_(Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,9.0,Nov-77,1977.0,MV
461,2651,Vivian D'Aramis (New Earth),\/wiki\/Vivian_D%27Aramis_(New_Earth),Secret Identity,Good Characters,Grey Eyes,,Female Characters,,Deceased Characters,,"1989, September",1989.0,DC,Jonas Harrow (Earth-616),\/Jonas_Harrow_(Earth-616),No Dual Identity,Bad Characters,,Bald,Male Characters,,Deceased Characters,33.0,Nov-72,1972.0,MV
462,1712,G'Nort (New Earth),\/wiki\/G%27Nort_(New_Earth),Public Identity,Good Characters,Black Eyes,Reddish Brown Hair,Male Characters,,Living Characters,,"1988, February",1988.0,DC,Gideon (Earth-616),\/Gideon_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,31.0,Feb-91,1991.0,MV
463,2113,Ch'p (New Earth),\/wiki\/Ch%27p_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,,"1982, January",1982.0,DC,Robert Grayson (Earth-616),\/Robert_Grayson_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,70.0,Dec-50,1950.0,MV
464,18223,X'Hal (New Earth),\/wiki\/X%27Hal_(New_Earth),Secret Identity,Good Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,,"1982, October",1982.0,DC,Raunch (Earth-616),\/Raunch_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Female Characters,,Living Characters,10.0,Jun-84,1984.0,MV
465,1612,Koriand'r (New Earth),\/wiki\/Koriand%27r_(New_Earth),Secret Identity,Good Characters,Green Eyes,,Female Characters,,Living Characters,,"1980, October",1980.0,DC,Fafnir (Nastrond) (Earth-616),\/Fafnir_(Nastrond)_(Earth-616),Secret Identity,,Red Eyes,No Hair,Male Characters,,Deceased Characters,21.0,Nov-66,1966.0,MV
466,2740,Baron Blitzkrieg (New Earth),\/wiki\/Baron_Blitzkrieg_(New_Earth),Secret Identity,,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,,"1977, September",1977.0,DC,Plague (Earth-616),\/Plague_(Earth-616),Secret Identity,Bad Characters,,Brown Hair,Female Characters,,Deceased Characters,18.0,May-83,1983.0,MV
467,2614,Ch'al Andar (New Earth),\/wiki\/Ch%27al_Andar_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,,"1975, March",1975.0,DC,Ororo Munroe (Earth-616),\/Ororo_Munroe_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,1512.0,May-75,1975.0,MV
468,7196,Bartholomew Lash (New Earth),\/wiki\/Bartholomew_Lash_(New_Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,,"1968, August",1968.0,DC,Greg Willis (Earth-616),\/Greg_Willis_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,58.0,Aug-05,2005.0,MV
469,18688,T'Charr (New Earth),\/wiki\/T%27Charr_(New_Earth),Secret Identity,,,,Male Characters,,Deceased Characters,,"1968, June",1968.0,DC,Virako (Earth-616),\/Virako_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,9.0,Sep-78,1978.0,MV
470,1383,Flash (Wally West),\/wiki\/Flash_(Wally_West),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,,"1960, January",1960.0,DC,Andr\u00e9 Gerard (Earth-616),\/Andr%C3%A9_Gerard_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,,Male Characters,,Deceased Characters,20.0,Apr-75,1975.0,MV
471,1485,J'onn J'onzz (New Earth),\/wiki\/J%27onn_J%27onzz_(New_Earth),Public Identity,Good Characters,Red Eyes,,Male Characters,,Living Characters,,"1955, November",1955.0,DC,Druig (Earth-616),\/Druig_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,Living Characters,31.0,May-77,1977.0,MV
472,1624,Doris Zuel (New Earth),\/wiki\/Doris_Zuel_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,,"1944, June",1944.0,DC,Fever Pitch (Earth-616),\/Fever_Pitch_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,23.0,Apr-99,1999.0,MV
473,1581,Patrick O'Brian (New Earth),\/wiki\/Patrick_O%27Brian_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,,"1941, August",1941.0,DC,Brian Falsworth (Earth-616),\/Brian_Falsworth_(Earth-616),Secret Identity,,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Deceased Characters,53.0,Jul-77,1977.0,MV
474,1473,Basil Karlo (New Earth),\/wiki\/Basil_Karlo_(New_Earth),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,,"1940, June",1940.0,DC,Tako Shamara (Earth-616),\/Tako_Shamara_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,6.0,Mar-80,1980.0,MV
475,1460,Catwoman (Selina Kyle),\/wiki\/Catwoman_(Selina_Kyle),Secret Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,,"1940, June",1940.0,DC,Neena Thurman (Earth-616),\/Neena_Thurman_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,310.0,Mar-92,1992.0,MV
